localminute,use,gen,grid,Month,Day,Hour,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Temperature,Solar Zenith Angle,Precipitable Water
1/1/2016 0:00,0.527133333,0,0.525866667,1,1,0,0,0,0,0,0,0,7,100.56,2.021
1/1/2016 1:00,0.46315,0,0.462366667,1,1,1,0,0,0,0,0,0,6,112.9,2.049
1/1/2016 2:00,0.497,0,0.4959,1,1,2,0,0,0,0,0,0,6,125.59,2.037
1/1/2016 3:00,0.498316667,0,0.497083333,1,1,3,0,0,0,0,0,0,6,138.48,2.021
1/1/2016 4:00,0.445383333,0,0.44445,1,1,4,0,0,0,0,0,0,6,151.39,2.027
1/1/2016 5:00,0.511216667,0,0.51015,1,1,5,0,0,0,0,0,0,6,163.89,2.059
1/1/2016 6:00,0.495966667,0,0.495,1,1,6,0,0,0,0,0,0,6,172.6,2.103
1/1/2016 7:00,0.459316667,0,0.458616667,1,1,7,0,0,0,0,0,0,6,165.58,2.154
1/1/2016 8:00,0.435366667,0.28635,0.43535,1,1,8,0,0,0,0,0,0,5,153.23,2.212
1/1/2016 9:00,0.253983333,0.724583333,0.253983333,1,1,9,0,0,0,0,0,0,5,140.34,2.258
1/1/2016 10:00,0.219383333,0.883533333,0.219383333,1,1,10,0,0,0,0,0,0,5,127.44,2.285
1/1/2016 11:00,0.35805,1.887966667,0.35805,1,1,11,0,0,0,0,0,0,4,114.71,2.302
1/1/2016 12:00,0.306983333,1.242783333,0.306983333,1,1,12,0,0,0,0,0,0,4,102.3,2.32
1/1/2016 13:00,0.300866667,0.990283333,0.300866667,1,1,13,0,0,0,0,0,0,4,90.4,2.339
1/1/2016 14:00,0.228116667,0.827766667,0.228116667,1,1,14,53,0,53,57,453,141,4,79.28,2.343
1/1/2016 15:00,0.2276,0.278766667,0.2276,1,1,15,120,0,120,83,670,319,4,69.34,2.328
1/1/2016 16:00,0.4655,0.101683333,0.4655,1,1,16,209,70,243,95,777,470,5,61.17,2.305
1/1/2016 17:00,0.596766667,0.013033333,0.5959,1,1,17,237,360,441,99,833,570,6,55.57,2.285
1/1/2016 18:00,0.503216667,0,0.502433333,1,1,18,228,21,241,101,851,609,6,53.38,2.275
1/1/2016 19:00,0.484283333,0,0.483433333,1,1,19,171,0,171,98,842,581,6,54.99,2.271
1/1/2016 20:00,0.568583333,0,0.567166667,1,1,20,199,31,214,92,800,491,6,60.12,2.266
1/1/2016 21:00,0.482383333,0,0.4815,1,1,21,20,0,20,80,713,348,6,67.95,2.261
1/1/2016 22:00,0.4264,0,0.426066667,1,1,22,9,0,9,58,532,172,5,77.66,2.259
1/1/2016 23:00,0.41735,0,0.417,1,1,23,0,0,0,12,87,14,4,88.63,2.265
1/2/2016 0:00,0.501666667,0,0.5008,1,2,0,0,0,0,0,0,0,4,100.43,2.273
1/2/2016 1:00,0.448416667,0,0.447766667,1,2,1,0,0,0,0,0,0,4,112.77,2.282
1/2/2016 2:00,0.415616667,0,0.415266667,1,2,2,0,0,0,0,0,0,4,125.46,2.294
1/2/2016 3:00,0.41385,0,0.413516667,1,2,3,0,0,0,0,0,0,4,138.35,2.306
1/2/2016 4:00,0.469883333,0,0.46895,1,2,4,0,0,0,0,0,0,4,151.26,2.311
1/2/2016 5:00,0.4477,0,0.4469,1,2,5,0,0,0,0,0,0,4,163.76,2.296
1/2/2016 6:00,0.40665,0,0.4063,1,2,6,0,0,0,0,0,0,4,172.51,2.265
1/2/2016 7:00,0.411816667,3.33E-05,0.411516667,1,2,7,0,0,0,0,0,0,4,165.63,2.238
1/2/2016 8:00,0.438,0.0939,0.438,1,2,8,0,0,0,0,0,0,4,153.3,2.23
1/2/2016 9:00,0.489916667,0.229583333,0.489916667,1,2,9,0,0,0,0,0,0,4,140.41,2.24
1/2/2016 10:00,0.318233333,0.507816667,0.318233333,1,2,10,0,0,0,0,0,0,4,127.51,2.265
1/2/2016 11:00,0.335533333,0.60255,0.335533333,1,2,11,0,0,0,0,0,0,4,114.77,2.304
1/2/2016 12:00,0.39435,0.483166667,0.39435,1,2,12,0,0,0,0,0,0,4,102.36,2.35
1/2/2016 13:00,0.32945,0.48375,0.32945,1,2,13,0,0,0,0,0,0,4,90.44,2.39
1/2/2016 14:00,0.375766667,0.790733333,0.375766667,1,2,14,11,0,11,52,488,143,4,79.31,2.418
1/2/2016 15:00,0.390883333,0.445866667,0.390883333,1,2,15,25,0,25,75,702,322,5,69.35,2.436
1/2/2016 16:00,0.328433333,0.172883333,0.328433333,1,2,16,208,65,239,87,796,472,5,61.15,2.449
1/2/2016 17:00,0.364033333,0.004033333,0.36255,1,2,17,250,65,287,95,839,570,6,55.52,2.453
1/2/2016 18:00,0.387933333,0,0.386183333,1,2,18,59,0,59,96,859,610,6,53.29,2.441
1/2/2016 19:00,0.4857,0,0.483116667,1,2,19,122,0,122,92,855,584,7,54.88,2.413
1/2/2016 20:00,0.415233333,0,0.413266667,1,2,20,158,0,158,84,823,496,8,59.99,2.396
1/2/2016 21:00,0.404833333,0,0.403083333,1,2,21,105,0,105,74,738,353,7,67.81,2.397
1/2/2016 22:00,0.524933333,0,0.523966667,1,2,22,52,0,52,53,570,176,6,77.52,2.393
1/2/2016 23:00,0.435733333,0,0.4352,1,2,23,4,0,4,12,127,16,5,88.49,2.375
1/3/2016 0:00,0.434766667,0,0.4343,1,3,0,0,0,0,0,0,0,5,100.29,2.356
1/3/2016 1:00,0.431816667,0,0.431383333,1,3,1,0,0,0,0,0,0,5,112.64,2.346
1/3/2016 2:00,0.480366667,0,0.479383333,1,3,2,0,0,0,0,0,0,4,125.33,2.336
1/3/2016 3:00,0.470483333,0,0.469483333,1,3,3,0,0,0,0,0,0,4,138.22,2.322
1/3/2016 4:00,0.424816667,0,0.4243,1,3,4,0,0,0,0,0,0,4,151.12,2.301
1/3/2016 5:00,0.4807,0,0.479766667,1,3,5,0,0,0,0,0,0,4,163.62,2.277
1/3/2016 6:00,0.464766667,0,0.464,1,3,6,0,0,0,0,0,0,4,172.4,2.254
1/3/2016 7:00,0.428733333,0.020166667,0.428466667,1,3,7,0,0,0,0,0,0,4,165.67,2.225
1/3/2016 8:00,0.530216667,0.639016667,0.530216667,1,3,8,0,0,0,0,0,0,4,153.37,2.177
1/3/2016 9:00,0.763066667,1.835966667,0.763066667,1,3,9,0,0,0,0,0,0,4,140.48,2.092
1/3/2016 10:00,0.41555,2.66255,0.41555,1,3,10,0,0,0,0,0,0,4,127.57,1.967
1/3/2016 11:00,0.282983333,2.4166,0.282983333,1,3,11,0,0,0,0,0,0,4,114.83,1.82
1/3/2016 12:00,0.2495,3.503533333,0.2495,1,3,12,0,0,0,0,0,0,4,102.41,1.679
1/3/2016 13:00,0.377166667,2.534233333,0.377166667,1,3,13,0,0,0,0,0,0,5,90.48,1.564
1/3/2016 14:00,0.322683333,3.15765,0.322683333,1,3,14,49,545,150,49,545,150,7,79.34,1.481
1/3/2016 15:00,0.27795,2.285033333,0.27795,1,3,15,148,109,187,71,749,335,9,69.35,1.428
1/3/2016 16:00,0.237933333,0.7215,0.237933333,1,3,16,215,97,262,83,844,491,12,61.12,1.383
1/3/2016 17:00,0.35,0.04705,0.349583333,1,3,17,251,295,419,88,893,595,13,55.46,1.327
1/3/2016 18:00,0.54245,0,0.5412,1,3,18,262,334,463,91,910,636,14,53.2,1.257
1/3/2016 19:00,0.563,0,0.561966667,1,3,19,88,907,611,88,907,611,15,54.77,1.177
1/3/2016 20:00,0.634366667,0,0.632516667,1,3,20,81,877,522,81,877,522,15,59.85,1.092
1/3/2016 21:00,0.5697,0,0.568833333,1,3,21,70,807,377,70,807,377,14,67.67,0.996
1/3/2016 22:00,0.541366667,0,0.540216667,1,3,22,50,656,194,50,656,194,11,77.38,0.89
1/3/2016 23:00,0.607233333,0,0.605583333,1,3,23,13,213,19,13,213,19,8,88.35,0.787
1/4/2016 0:00,0.532866667,0,0.531716667,1,4,0,0,0,0,0,0,0,7,100.15,0.699
1/4/2016 1:00,0.5519,0,0.550466667,1,4,1,0,0,0,0,0,0,6,112.5,0.627
1/4/2016 2:00,0.56945,0,0.567716667,1,4,2,0,0,0,0,0,0,5,125.19,0.575
1/4/2016 3:00,0.517083333,0,0.5158,1,4,3,0,0,0,0,0,0,4,138.08,0.542
1/4/2016 4:00,0.530133333,0,0.528966667,1,4,4,0,0,0,0,0,0,3,150.99,0.523
1/4/2016 5:00,0.5407,0,0.5393,1,4,5,0,0,0,0,0,0,2,163.48,0.515
1/4/2016 6:00,0.633266667,0,0.631266667,1,4,6,0,0,0,0,0,0,2,172.29,0.513
1/4/2016 7:00,0.53365,0.02345,0.5329,1,4,7,0,0,0,0,0,0,2,165.7,0.515
1/4/2016 8:00,0.533616667,0.5144,0.533616667,1,4,8,0,0,0,0,0,0,1,153.43,0.519
1/4/2016 9:00,0.521433333,2.390466667,0.521433333,1,4,9,0,0,0,0,0,0,1,140.55,0.524
1/4/2016 10:00,0.48475,3.255766667,0.48475,1,4,10,0,0,0,0,0,0,0,127.63,0.527
1/4/2016 11:00,0.382683333,3.680233333,0.382683333,1,4,11,0,0,0,0,0,0,0,114.89,0.529
1/4/2016 12:00,0.3846,3.811183333,0.3846,1,4,12,0,0,0,0,0,0,0,102.46,0.529
1/4/2016 13:00,0.43365,3.67375,0.43365,1,4,13,0,0,0,0,0,0,1,90.52,0.529
1/4/2016 14:00,0.37325,3.226033333,0.37325,1,4,14,40,672,164,40,672,164,3,79.35,0.53
1/4/2016 15:00,0.381716667,2.363783333,0.381716667,1,4,15,56,856,359,56,856,359,6,69.35,0.533
1/4/2016 16:00,0.440416667,0.765483333,0.440416667,1,4,16,65,938,518,65,938,518,9,61.09,0.543
1/4/2016 17:00,0.368233333,0.048533333,0.368216667,1,4,17,70,975,624,70,975,624,10,55.4,0.562
1/4/2016 18:00,0.423516667,0,0.422566667,1,4,18,74,979,663,74,979,663,11,53.1,0.588
1/4/2016 19:00,0.596716667,0,0.594833333,1,4,19,74,967,634,74,967,634,12,54.64,0.618
1/4/2016 20:00,0.489416667,0,0.487916667,1,4,20,70,930,539,70,930,539,12,59.71,0.643
1/4/2016 21:00,0.483216667,0,0.481616667,1,4,21,63,851,389,63,851,389,11,67.52,0.657
1/4/2016 22:00,0.563333333,0,0.561033333,1,4,22,48,690,200,48,690,200,9,77.24,0.663
1/4/2016 23:00,0.483566667,0,0.481966667,1,4,23,14,234,21,14,234,21,6,88.21,0.669
1/5/2016 0:00,0.4711,0,0.469416667,1,5,0,0,0,0,0,0,0,4,100.01,0.681
1/5/2016 1:00,0.46445,0,0.462666667,1,5,1,0,0,0,0,0,0,4,112.36,0.697
1/5/2016 2:00,0.556783333,0,0.5543,1,5,2,0,0,0,0,0,0,3,125.06,0.716
1/5/2016 3:00,0.508516667,0,0.5067,1,5,3,0,0,0,0,0,0,3,137.95,0.742
1/5/2016 4:00,0.477066667,0,0.475516667,1,5,4,0,0,0,0,0,0,2,150.85,0.768
1/5/2016 5:00,0.474616667,0,0.473083333,1,5,5,0,0,0,0,0,0,2,163.34,0.793
1/5/2016 6:00,0.541216667,0,0.5391,1,5,6,0,0,0,0,0,0,1,172.17,0.82
1/5/2016 7:00,0.4354,0.06725,0.4339,1,5,7,0,0,0,0,0,0,1,165.72,0.849
1/5/2016 8:00,0.223866667,0.477216667,0.223866667,1,5,8,0,0,0,0,0,0,1,153.48,0.879
1/5/2016 9:00,0.276983333,1.9945,0.276983333,1,5,9,0,0,0,0,0,0,1,140.61,0.909
1/5/2016 10:00,0.27585,2.707483333,0.27585,1,5,10,0,0,0,0,0,0,2,127.69,0.941
1/5/2016 11:00,0.255266667,3.628366667,0.255266667,1,5,11,0,0,0,0,0,0,1,114.94,0.975
1/5/2016 12:00,0.337066667,3.7576,0.337066667,1,5,12,0,0,0,0,0,0,1,102.5,1.014
1/5/2016 13:00,0.4296,3.481016667,0.4296,1,5,13,0,0,0,0,0,0,1,90.55,1.068
1/5/2016 14:00,0.235333333,2.257983333,0.235333333,1,5,14,58,421,136,50,544,150,3,79.37,1.135
1/5/2016 15:00,0.31865,1.000833333,0.31865,1,5,15,84,623,304,73,744,336,4,69.34,1.212
1/5/2016 16:00,0.256133333,0.571233333,0.256133333,1,5,16,87,833,490,87,833,490,5,61.05,1.297
1/5/2016 17:00,0.261066667,0.095416667,0.260583333,1,5,17,93,876,592,93,876,592,7,55.33,1.384
1/5/2016 18:00,0.465883333,0,0.46495,1,5,18,87,910,635,87,910,635,9,53,1.471
1/5/2016 19:00,0.57695,0,0.575783333,1,5,19,85,899,607,85,899,607,10,54.51,1.561
1/5/2016 20:00,0.597416667,0,0.59605,1,5,20,192,423,406,83,852,515,11,59.57,1.657
1/5/2016 21:00,0.51315,0,0.5122,1,5,21,87,714,362,87,714,362,10,67.37,1.746
1/5/2016 22:00,0.547283333,0,0.546016667,1,5,22,68,500,180,68,500,180,9,77.08,1.805
1/5/2016 23:00,0.563633333,0,0.562116667,1,5,23,18,0,18,15,73,18,8,88.06,1.833
1/6/2016 0:00,0.5184,0,0.5175,1,6,0,0,0,0,0,0,0,7,99.87,1.847
1/6/2016 1:00,0.5177,0,0.5168,1,6,1,0,0,0,0,0,0,7,112.22,1.863
1/6/2016 2:00,0.54105,0,0.54,1,6,2,0,0,0,0,0,0,6,124.92,1.899
1/6/2016 3:00,0.617816667,0,0.616,1,6,3,0,0,0,0,0,0,6,137.81,1.958
1/6/2016 4:00,0.513616667,0,0.5127,1,6,4,0,0,0,0,0,0,6,150.72,2.012
1/6/2016 5:00,0.502016667,0,0.501033333,1,6,5,0,0,0,0,0,0,6,163.19,2.04
1/6/2016 6:00,0.499216667,0,0.498133333,1,6,6,0,0,0,0,0,0,6,172.04,2.045
1/6/2016 7:00,0.505283333,0,0.50325,1,6,7,0,0,0,0,0,0,5,165.74,2.047
1/6/2016 8:00,0.33525,0.0528,0.3343,1,6,8,0,0,0,0,0,0,5,153.53,2.06
1/6/2016 9:00,0.294983333,0.351733333,0.294983333,1,6,9,0,0,0,0,0,0,5,140.66,2.084
1/6/2016 10:00,0.35965,0.50415,0.35965,1,6,10,0,0,0,0,0,0,5,127.75,2.116
1/6/2016 11:00,0.348533333,0.526733333,0.348533333,1,6,11,0,0,0,0,0,0,5,114.99,2.148
1/6/2016 12:00,0.28275,0.437616667,0.28275,1,6,12,0,0,0,0,0,0,5,102.53,2.18
1/6/2016 13:00,0.3512,0.378933333,0.3512,1,6,13,0,0,0,0,0,0,5,90.57,2.223
1/6/2016 14:00,0.29915,0.328816667,0.29915,1,6,14,65,376,135,65,376,135,6,79.37,2.274
1/6/2016 15:00,0.321483333,0.295833333,0.321483333,1,6,15,105,576,309,105,576,309,7,69.32,2.328
1/6/2016 16:00,0.9607,0.1199,0.9607,1,6,16,70,0,70,128,679,457,9,61.01,2.393
1/6/2016 17:00,1.700416667,0.029283333,1.69875,1,6,17,101,0,101,135,740,558,10,55.25,2.472
1/6/2016 18:00,0.653933333,0,0.652483333,1,6,18,242,29,260,170,685,584,11,52.88,2.556
1/6/2016 19:00,0.607666667,0,0.606083333,1,6,19,67,0,67,168,669,558,11,54.37,2.637
1/6/2016 20:00,1.016166667,0.000833333,1.01575,1,6,20,79,0,79,149,637,473,12,59.42,2.719
1/6/2016 21:00,1.2811,0.00305,1.281016667,1,6,21,22,0,22,129,529,334,11,67.22,2.814
1/6/2016 22:00,0.503483333,0,0.503066667,1,6,22,11,0,11,87,347,166,10,76.93,2.911
1/6/2016 23:00,0.29255,0,0.292233333,1,6,23,1,0,1,15,41,17,10,87.91,2.953
1/7/2016 0:00,0.380783333,0,0.38005,1,7,0,0,0,0,0,0,0,10,99.72,2.871
1/7/2016 1:00,0.2914,0,0.290566667,1,7,1,0,0,0,0,0,0,10,112.08,2.691
1/7/2016 2:00,0.255816667,0,0.255116667,1,7,2,0,0,0,0,0,0,10,124.78,2.499
1/7/2016 3:00,0.376933333,0,0.375983333,1,7,3,0,0,0,0,0,0,9,137.67,2.309
1/7/2016 4:00,0.281533333,0,0.280966667,1,7,4,0,0,0,0,0,0,9,150.58,2.102
1/7/2016 5:00,0.2739,0,0.273416667,1,7,5,0,0,0,0,0,0,8,163.04,1.888
1/7/2016 6:00,0.943733333,0.001616667,0.94335,1,7,6,0,0,0,0,0,0,7,171.9,1.704
1/7/2016 7:00,1.312916667,0.0263,1.312683333,1,7,7,0,0,0,0,0,0,6,165.75,1.582
1/7/2016 8:00,0.612583333,0.3579,0.612583333,1,7,8,0,0,0,0,0,0,6,153.58,1.536
1/7/2016 9:00,0.8198,0.7016,0.8198,1,7,9,0,0,0,0,0,0,6,140.71,1.533
1/7/2016 10:00,1.199116667,2.0885,1.199116667,1,7,10,0,0,0,0,0,0,6,127.79,1.514
1/7/2016 11:00,0.545783333,3.381616667,0.545783333,1,7,11,0,0,0,0,0,0,6,115.03,1.464
1/7/2016 12:00,1.909966667,3.646466667,1.909966667,1,7,12,0,0,0,0,0,0,6,102.57,1.406
1/7/2016 13:00,4.057466667,3.487866667,4.057466667,1,7,13,0,0,0,0,0,0,6,90.59,1.371
1/7/2016 14:00,0.93485,3.0428,0.93485,1,7,14,48,563,152,48,563,152,7,79.37,1.376
1/7/2016 15:00,0.527283333,2.2356,0.527283333,1,7,15,149,112,189,68,765,339,9,69.29,1.414
1/7/2016 16:00,0.305416667,0.790866667,0.305416667,1,7,16,77,862,496,77,862,496,12,60.95,1.452
1/7/2016 17:00,0.4786,0.056783333,0.4786,1,7,17,79,915,602,79,915,602,16,55.16,1.457
1/7/2016 18:00,0.813233333,0,0.81255,1,7,18,79,935,645,79,935,645,19,52.76,1.416
1/7/2016 19:00,0.77605,0.00025,0.775416667,1,7,19,75,935,622,75,935,622,20,54.23,1.359
1/7/2016 20:00,1.10575,0.003066667,1.105716667,1,7,20,69,907,533,69,907,533,20,59.26,1.325
1/7/2016 21:00,0.669766667,0,0.66945,1,7,21,61,838,388,61,838,388,19,67.06,1.301
1/7/2016 22:00,0.479566667,0.000416667,0.479433333,1,7,22,46,688,204,46,688,204,15,76.77,1.261
1/7/2016 23:00,0.459283333,8.33E-05,0.459016667,1,7,23,15,261,25,15,261,25,12,87.76,1.231
1/8/2016 0:00,0.331116667,0,0.330883333,1,8,0,0,0,0,0,0,0,11,99.58,1.227
1/8/2016 1:00,0.351633333,0,0.351433333,1,8,1,0,0,0,0,0,0,10,111.94,1.232
1/8/2016 2:00,0.38235,0,0.38135,1,8,2,0,0,0,0,0,0,10,124.64,1.227
1/8/2016 3:00,0.37335,0,0.37275,1,8,3,0,0,0,0,0,0,9,137.54,1.207
1/8/2016 4:00,0.330533333,8.33E-05,0.330333333,1,8,4,0,0,0,0,0,0,8,150.44,1.171
1/8/2016 5:00,0.410333333,0,0.409616667,1,8,5,0,0,0,0,0,0,8,162.89,1.119
1/8/2016 6:00,0.7373,0,0.734816667,1,8,6,0,0,0,0,0,0,7,171.76,1.061
1/8/2016 7:00,0.784866667,0.00475,0.783,1,8,7,0,0,0,0,0,0,7,165.75,1.024
1/8/2016 8:00,2.776483333,0.315616667,2.776483333,1,8,8,0,0,0,0,0,0,7,153.62,1.038
1/8/2016 9:00,3.452066667,0.584933333,3.452066667,1,8,9,0,0,0,0,0,0,6,140.76,1.097
1/8/2016 10:00,0.601766667,0.777483333,0.601766667,1,8,10,0,0,0,0,0,0,6,127.84,1.17
1/8/2016 11:00,0.4128,2.851483333,0.4128,1,8,11,0,0,0,0,0,0,6,115.06,1.236
1/8/2016 12:00,0.308966667,1.547416667,0.308966667,1,8,12,0,0,0,0,0,0,6,102.59,1.295
1/8/2016 13:00,0.340916667,1.068216667,0.340916667,1,8,13,0,0,0,0,0,0,7,90.6,1.351
1/8/2016 14:00,0.224666667,1.17395,0.224666667,1,8,14,71,184,105,51,535,149,10,79.37,1.412
1/8/2016 15:00,1.5976,1.68545,1.5976,1,8,15,141,264,234,75,731,334,12,69.27,1.484
1/8/2016 16:00,1.220333333,0.681533333,1.220333333,1,8,16,87,828,490,87,828,490,15,60.89,1.561
1/8/2016 17:00,1.09565,0.15785,1.09565,1,8,17,91,880,595,91,880,595,17,55.06,1.62
1/8/2016 18:00,1.268683333,0.004033333,1.268683333,1,8,18,282,88,336,102,873,632,18,52.64,1.645
1/8/2016 19:00,2.162733333,0.004016667,2.162733333,1,8,19,278,144,363,106,850,605,19,54.08,1.651
1/8/2016 20:00,2.2419,0.00455,2.2419,1,8,20,182,10,188,103,801,514,19,59.1,1.646
1/8/2016 21:00,1.44515,0.00455,1.44515,1,8,21,169,151,229,84,738,374,18,66.89,1.601
1/8/2016 22:00,0.896933333,0.003633333,0.896933333,1,8,22,62,573,195,62,573,195,16,76.61,1.498
1/8/2016 23:00,0.449116667,0.000583333,0.448933333,1,8,23,17,167,24,17,167,24,13,87.6,1.411
1/9/2016 0:00,0.4168,0.000733333,0.416783333,1,9,0,0,0,0,0,0,0,12,99.43,1.432
1/9/2016 1:00,0.4038,0,0.403333333,1,9,1,0,0,0,0,0,0,12,111.79,1.537
1/9/2016 2:00,0.44875,0,0.448083333,1,9,2,0,0,0,0,0,0,11,124.5,1.632
1/9/2016 3:00,0.317716667,0.00015,0.317466667,1,9,3,0,0,0,0,0,0,11,137.4,1.677
1/9/2016 4:00,0.319633333,0,0.319283333,1,9,4,0,0,0,0,0,0,10,150.29,1.688
1/9/2016 5:00,0.351283333,0,0.35065,1,9,5,0,0,0,0,0,0,10,162.74,1.604
1/9/2016 6:00,0.4229,0,0.421966667,1,9,6,0,0,0,0,0,0,9,171.61,1.367
1/9/2016 7:00,0.331766667,0.02745,0.3315,1,9,7,0,0,0,0,0,0,7,165.75,1.073
1/9/2016 8:00,0.328416667,0.603266667,0.328416667,1,9,8,0,0,0,0,0,0,6,153.65,0.866
1/9/2016 9:00,0.804366667,1.850183333,0.804366667,1,9,9,0,0,0,0,0,0,6,140.8,0.794
1/9/2016 10:00,0.76575,3.0876,0.76575,1,9,10,0,0,0,0,0,0,5,127.88,0.809
1/9/2016 11:00,1.31135,3.645866667,1.31135,1,9,11,0,0,0,0,0,0,5,115.1,0.848
1/9/2016 12:00,1.954566667,3.784866667,1.954566667,1,9,12,0,0,0,0,0,0,4,102.62,0.867
1/9/2016 13:00,2.994483333,2.591133333,2.994483333,1,9,13,0,0,0,0,0,0,4,90.61,0.868
1/9/2016 14:00,0.454733333,2.648016667,0.454733333,1,9,14,48,580,155,48,580,155,6,79.35,0.876
1/9/2016 15:00,0.452066667,0.924033333,0.452066667,1,9,15,69,783,346,69,783,346,7,69.23,0.889
1/9/2016 16:00,0.6271,0.39875,0.6271,1,9,16,78,880,507,78,880,507,8,60.83,0.892
1/9/2016 17:00,1.59745,0.047116667,1.59725,1,9,17,84,924,615,84,924,615,9,54.96,0.892
1/9/2016 18:00,1.158166667,0,1.15685,1,9,18,87,938,658,87,938,658,10,52.5,0.893
1/9/2016 19:00,0.75945,0,0.7583,1,9,19,279,164,376,86,927,633,10,53.92,0.898
1/9/2016 20:00,3.730316667,0.00185,3.730083333,1,9,20,82,891,542,82,891,542,10,58.93,0.907
1/9/2016 21:00,3.06755,0,3.066166667,1,9,21,146,14,152,73,813,394,9,66.73,0.915
1/9/2016 22:00,1.005616667,0.000716667,1.004733333,1,9,22,80,0,80,56,648,208,7,76.45,0.917
1/9/2016 23:00,0.631033333,0.000783333,0.631,1,9,23,10,0,10,18,220,28,5,87.44,0.909
1/10/2016 0:00,0.626633333,0.000416667,0.626133333,1,10,0,0,0,0,0,0,0,3,99.27,0.889
1/10/2016 1:00,0.53585,0.001716667,0.535833333,1,10,1,0,0,0,0,0,0,2,111.64,0.862
1/10/2016 2:00,0.720366667,0.001766667,0.720216667,1,10,2,0,0,0,0,0,0,1,124.36,0.83
1/10/2016 3:00,0.490483333,0,0.490333333,1,10,3,0,0,0,0,0,0,0,137.26,0.794
1/10/2016 4:00,0.599633333,0.002216667,0.5996,1,10,4,0,0,0,0,0,0,0,150.15,0.76
1/10/2016 5:00,0.430566667,0.000883333,0.430566667,1,10,5,0,0,0,0,0,0,0,162.58,0.728
1/10/2016 6:00,0.582783333,0.00165,0.5826,1,10,6,0,0,0,0,0,0,0,171.45,0.701
1/10/2016 7:00,0.60875,0.034383333,0.608533333,1,10,7,0,0,0,0,0,0,0,165.73,0.678
1/10/2016 8:00,0.512233333,0.709366667,0.512233333,1,10,8,0,0,0,0,0,0,0,153.68,0.659
1/10/2016 9:00,0.4481,2.357933333,0.4481,1,10,9,0,0,0,0,0,0,0,140.84,0.645
1/10/2016 10:00,0.50165,3.308633333,0.50165,1,10,10,0,0,0,0,0,0,-1,127.91,0.636
1/10/2016 11:00,0.800966667,3.783183333,0.800966667,1,10,11,0,0,0,0,0,0,-1,115.12,0.63
1/10/2016 12:00,0.841266667,3.909766667,0.841266667,1,10,12,0,0,0,0,0,0,-2,102.63,0.623
1/10/2016 13:00,2.978666667,3.740233333,2.978666667,1,10,13,0,0,0,0,0,0,-1,90.61,0.615
1/10/2016 14:00,0.67755,3.26615,0.67755,1,10,14,48,604,159,48,604,159,1,79.34,0.61
1/10/2016 15:00,1.37495,2.28055,1.37495,1,10,15,68,805,354,68,805,354,3,69.19,0.613
1/10/2016 16:00,1.252566667,0.6882,1.252566667,1,10,16,79,897,517,79,897,517,5,60.75,0.622
1/10/2016 17:00,1.2643,0.08555,1.263866667,1,10,17,84,940,626,84,940,626,6,54.85,0.639
1/10/2016 18:00,3.519733333,0.0021,3.519316667,1,10,18,89,947,668,89,947,668,7,52.36,0.665
1/10/2016 19:00,3.178466667,0.00415,3.17845,1,10,19,87,938,642,87,938,642,8,53.75,0.702
1/10/2016 20:00,1.619983333,0.003966667,1.619983333,1,10,20,83,900,550,83,900,550,8,58.76,0.743
1/10/2016 21:00,1.856433333,0.00635,1.85635,1,10,21,73,823,401,73,823,401,7,66.55,0.77
1/10/2016 22:00,1.143066667,0.00095,1.141766667,1,10,22,56,663,213,56,663,213,6,76.28,0.781
1/10/2016 23:00,0.600283333,0.002066667,0.600283333,1,10,23,30,0,30,19,242,30,4,87.28,0.787
1/11/2016 0:00,0.655316667,0.0016,0.655116667,1,11,0,0,0,0,0,0,0,3,99.12,0.795
1/11/2016 1:00,0.454683333,0,0.453933333,1,11,1,0,0,0,0,0,0,3,111.5,0.807
1/11/2016 2:00,0.553466667,0.00145,0.55335,1,11,2,0,0,0,0,0,0,2,124.21,0.821
1/11/2016 3:00,0.4732,0.00085,0.473066667,1,11,3,0,0,0,0,0,0,2,137.11,0.832
1/11/2016 4:00,0.356566667,0,0.356083333,1,11,4,0,0,0,0,0,0,2,150.01,0.84
1/11/2016 5:00,0.59225,0.000433333,0.591416667,1,11,5,0,0,0,0,0,0,1,162.42,0.843
1/11/2016 6:00,0.665283333,0,0.663,1,11,6,0,0,0,0,0,0,1,171.28,0.842
1/11/2016 7:00,1.288666667,0.0496,1.287683333,1,11,7,0,0,0,0,0,0,0,165.71,0.853
1/11/2016 8:00,0.7228,0.62995,0.7228,1,11,8,0,0,0,0,0,0,0,153.7,0.887
1/11/2016 9:00,0.2549,1.95615,0.2549,1,11,9,0,0,0,0,0,0,0,140.87,0.931
1/11/2016 10:00,0.346133333,2.264033333,0.346133333,1,11,10,0,0,0,0,0,0,0,127.94,0.966
1/11/2016 11:00,0.259116667,2.738933333,0.259116667,1,11,11,0,0,0,0,0,0,0,115.15,0.987
1/11/2016 12:00,1.991383333,2.774233333,1.991383333,1,11,12,0,0,0,0,0,0,0,102.64,0.996
1/11/2016 13:00,0.186933333,2.28425,0.186933333,1,11,13,0,0,0,0,0,0,0,90.61,1.004
1/11/2016 14:00,0.233766667,2.6281,0.233766667,1,11,14,69,241,114,49,563,154,2,79.31,1.016
