use,gen,grid,DHI,DNI,GHI
0.03141096382364391,0.0,0.03136288932190398,0.0,0.0,0.0
0.031168302007171418,0.0,0.031122516813204347,0.0,0.0,0.0
0.03886480076374978,0.0,0.038736602138228535,0.0,0.0,0.0
0.03581779310401867,0.0,0.03570790852861312,0.0,0.0,0.0
0.030179340828521486,0.0,0.030131266326781557,0.0,0.0,0.0
0.030889012090467557,7.375524186948167e-06,0.030847805374690472,0.0,0.0,0.0
0.0344854426272264,0.020797649283916902,0.0344854426272264,0.0,0.0,0.0
0.04161649376443417,0.050849772536386645,0.04161649376443417,0.0,0.0,0.0
0.018034805938435573,0.11247489819801511,0.018034805938435573,0.0,0.0,0.0
0.020411059881580547,0.133457120085454,0.020411059881580547,0.0,0.0,0.0
0.02848986548166118,0.10701523840197089,0.02848986548166118,0.0,0.0,0.0
0.0195754793018861,0.10714443920228756,0.0195754793018861,0.0,0.0,0.0
0.025937338411255048,0.1751373220110402,0.025937338411255048,0.021611001964636542,0.0,0.01055662188099808
0.028013698942451905,0.09875376536373766,0.028013698942451905,0.04911591355599214,0.0,0.02399232245681382
0.01943583427485631,0.03829144756942084,0.01943583427485631,0.40864440078585457,0.06304558680892337,0.2293666026871401
0.024325697880403195,0.0008933316845500364,0.024121953609290647,0.49115913555992136,0.06304558680892337,0.27543186180422263
0.027608499570643943,0.0,0.02736812706194431,0.11591355599214144,0.0,0.05662188099808061
0.041037310435782196,0.0,0.04068247487348703,0.23968565815324164,0.0,0.11708253358925144
0.03135831070635827,0.0,0.031088177883390106,0.3104125736738703,0.0,0.15163147792706333
0.02992981122608615,0.0,0.02968943871738651,0.20628683693516697,0.0,0.10076775431861804
0.04642623310884404,0.0,0.04629345600513282,0.10216110019646364,0.0,0.04990403071017274
0.03417410295112544,0.0,0.03410084661330698,0.007858546168958742,0.0,0.003838771593090211
0.03404132584741421,0.0,0.03397722646597574,0.0,0.0,0.0
0.03363612647560625,0.0,0.03357660557235777,0.0,0.0,0.0
0.04030474664553045,0.0,0.040169680096690655,0.0,0.0,0.0
0.038947214195303934,0.0,0.038809858476046996,0.0,0.0,0.0
0.03267463644080771,0.0,0.03260366927340639,0.0,0.0,0.0
0.04035053183949752,0.0,0.040222333213976294,0.0,0.0,0.0
0.038161997425122274,0.0,0.038056691327906705,0.0,0.0,0.0
0.03321261291632689,0.0044666588657246075,0.03317598481609553,0.0,0.0,0.0
0.04715192925048867,0.14153402052016525,0.04715192925048867,0.0,0.0,0.0
0.079135208479466,0.4066431399065799,0.079135208479466,0.0,0.0,0.0
0.0314018067299082,0.5897207784972625,0.0314018067299082,0.0,0.0,0.0
0.013193016834628611,0.535245998503872,0.013193016834628611,0.0,0.0,0.0
0.008593889547294141,0.7759878329525713,0.008593889547294141,0.0,0.0,0.0
0.02612963641821476,0.561300277564918,0.02612963641821476,0.0,0.0,0.0
0.018646038889128934,0.6993790975650714,0.018646038889128934,0.09626719056974459,0.5286129970902037,0.14395393474088292
0.012501659760153938,0.5061056641298584,0.012501659760153938,0.2907662082514735,0.10572259941804074,0.17946257197696736
0.0070051416821036855,0.1598030240505436,0.0070051416821036855,0.42239685658153237,0.09408341416100872,0.2514395393474088
0.022398139332616113,0.010420973363240578,0.02234090773714048,0.4931237721021611,0.28612997090203685,0.4021113243761996
0.04883224750361326,0.0,0.0486605528545421,0.5147347740667976,0.3239573229873909,0.44433781190019195
0.051654907534343264,0.0,0.05151297333689635,0.17288801571709234,0.8797284190106692,0.5863723608445297
0.061457527411098445,0.0,0.061203419330473116,0.15913555992141454,0.8506304558680893,0.5009596928982726
0.05257519085336475,0.0,0.052456149184223505,0.13752455795677798,0.7827352085354026,0.3618042226487524
0.0486834455202035,0.0,0.048525486443058014,0.09823182711198428,0.6362754607177498,0.18618042226487524
0.0577306088036898,0.0,0.05750397186691586,0.02554027504911591,0.20659553831231814,0.018234165067178502
0.04751592190651954,0.0,0.04735796282937406,0.0,0.0,0.0
0.05013025905059129,0.0,0.04993338256544161,0.0,0.0,0.0
0.05254085192355051,0.0,0.052302768722623724,0.0,0.0,0.0
0.0453479907126771,0.0,0.04517171758541595,0.0,0.0,0.0
0.047140482848980106,0.0,0.046980234601417495,0.0,0.0,0.0
0.04859187499491362,0.0,0.04839957698795391,0.0,0.0,0.0
0.06130643611991582,0.0,0.061031724681401944,0.0,0.0,0.0
0.047623517174152225,0.005193875140658694,0.047520500384709535,0.0,0.0,0.0
0.047618938695962246,0.11393302227525937,0.047618938695962246,0.0,0.0,0.0
0.045945488091444775,0.529457799415972,0.045945488091444775,0.0,0.0,0.0
0.040906822502488116,0.7211106846702138,0.040906822502488116,0.0,0.0,0.0
0.026887382044545036,0.815124623458089,0.026887382044545036,0.0,0.0,0.0
0.027150647218906067,0.8441283739770339,0.027150647218906067,0.0,0.0,0.0
0.03388794524845873,0.8136886481021269,0.03388794524845873,0.0,0.0,0.0
0.02559165980533986,0.71452513139467,0.02559165980533986,0.07858546168958742,0.6517943743937924,0.15738963531669864
0.026754604940833815,0.5235477821395331,0.026754604940833815,0.11001964636542239,0.8302618816682832,0.34452975047984646
0.034817385661215894,0.16954476988730324,0.034817385661215894,0.12770137524557956,0.909796314258002,0.4971209213051823
0.02490259190128232,0.010749512655096384,0.024900302730865187,0.13752455795677798,0.9456838021338506,0.5988483685220729
0.032496074005773694,0.0,0.03236558607247961,0.14538310412573674,0.9495635305528614,0.6362763915547025
0.056286084581074855,0.0,0.056027397884903796,0.14538310412573674,0.9379243452958294,0.6084452975047985
0.04154781590480572,0.0,0.04134178232592031,0.13752455795677798,0.9020368574199806,0.517274472168906
0.04069621044541272,0.0,0.04047644129460162,0.12377210216110018,0.8254122211445198,0.373320537428023
0.05170069272831035,0.0,0.05138477457401941,0.0943025540275049,0.6692531522793405,0.19193857965451055
0.04074428494715264,0.0,0.040524515796341545,0.027504911591355596,0.22696411251212414,0.02015355086372361
0.039031916934630956,0.0,0.03880070151966701,0.0,0.0,0.0
0.03811850140157233,0.0,0.0378735504146827,0.0,0.0,0.0
0.050801012767177425,0.0,0.05045991277680795,0.0,0.0,0.0
0.04417131014261318,0.0,0.04392178054017784,0.0,0.0,0.0
0.03985147277198256,0.0,0.039638571407134324,0.0,0.0,0.0
0.039514951259803074,0.0,0.039304339065371965,0.0,0.0,0.0
0.04866284216231495,0.0,0.048372105844102536,0.0,0.0,0.0
0.03412831775715837,0.014895015062230158,0.03392228417827296,0.0,0.0,0.0
0.005073004656126614,0.10569738948568436,0.005073004656126614,0.0,0.0,0.0
0.012368882519087,0.44175624597201557,0.012368882519087,0.0,0.0,0.0
0.012213212749714375,0.5996729371862023,0.012213212749714375,0.0,0.0,0.0
0.009385974240794376,0.8036368201674176,0.009385974240794376,0.0,0.0,0.0
0.020621672076011656,0.8322603508971901,0.020621672076011656,0.0,0.0,0.0
0.03333165458546814,0.7710006793582039,0.03333165458546814,0.0,0.0,0.0
0.006648016812035654,0.5001144350230431,0.006648016812035654,0.11394891944990176,0.40834141610087293,0.13051823416506717
0.0180920375339112,0.22167178542478827,0.0180920375339112,0.16502946954813358,0.6042677012609118,0.29174664107485604
0.009505015772579908,0.12652087879677226,0.009505015772579908,0.17092337917485265,0.8079534432589719,0.47024952015355087
0.010182637412484596,0.021133571630524893,0.010116248723273262,0.18271119842829076,0.8496605237633366,0.5681381957773513
0.03831537788672203,0.0,0.0381871792612008,0.17092337917485265,0.8826382153249273,0.609404990403071
0.05357101981797752,0.0,0.05341077143305918,0.16699410609037327,0.871968962172648,0.5825335892514395
0.0563822335845547,0.0,0.056194514055784975,0.3772102161100196,0.4102812803103783,0.3896353166986564
0.04480772492938506,0.0,0.04467723699609098,0.17092337917485265,0.6925315227934045,0.3474088291746641
0.04949613343423655,0.0,0.049322149614748234,0.1335952848722986,0.48496605237633367,0.1727447216890595
0.05174189944408743,0.0,0.05153357669478488,0.03536345776031434,0.0,0.01727447216890595
0.04552884245548397,0.0,0.045405222308152735,0.0,0.0,0.0
0.045432693452004125,0.0,0.04530907330467289,0.0,0.0,0.0
0.04863994949665355,0.0,0.04849572599143377,0.0,0.0,0.0
0.059184290257396174,0.0,0.05893476065496084,0.0,0.0,0.0
0.04487182431082354,0.0,0.04474591485571945,0.0,0.0,0.0
0.0432784979674431,0.0,0.04314343141860329,0.0,0.0,0.0
0.042893901953523675,0.0,0.04274509983275819,0.0,0.0,0.0
0.04372719322544526,0.0,0.043447903308741403,0.0,0.0,0.0
0.02037214247357632,0.011694524836962858,0.020241654540282233,0.0,0.0,0.0
0.014841285465711833,0.07790443558250432,0.014841285465711833,0.0,0.0,0.0
0.023723622023445544,0.11166277834384139,0.023723622023445544,0.0,0.0,0.0
0.022196684231920706,0.11666469782622592,0.022196684231920706,0.0,0.0,0.0
0.013160967212587235,0.09692649585796222,0.013160967212587235,0.0,0.0,0.0
0.02256296619572444,0.08392888777124276,0.02256296619572444,0.0,0.0,0.0
0.015413601008400973,0.07282868710300844,0.015413601008400973,0.12770137524557956,0.3646944713870029,0.1295585412667946
0.018481212026020606,0.06552330038579553,0.018481212026020606,0.20628683693516697,0.5586808923375364,0.2965451055662188
0.10628127708282635,0.026556316817269828,0.10628127708282635,0.13752455795677798,0.0,0.06717850287907869
0.20788559192495404,0.00648588380828701,0.20765666568040725,0.19842829076620824,0.0,0.09692898272552783
0.06414512089298867,0.0,0.06394595510006612,0.4754420432220039,0.028128031037827354,0.2495201535508637
0.057790129706938295,0.0,0.057572649726544314,0.13163064833005894,0.0,0.06429942418426103
0.11389994102339625,0.0001845726035219843,0.11384270942792062,0.15520628683693516,0.0,0.07581573896353166
0.15029004953274833,0.0006755359991048621,0.1502786032685955,0.043222003929273084,0.0,0.02111324376199616
0.043479952930782786,0.0,0.04342272147266288,0.021611001964636542,0.0,0.01055662188099808
0.014507053261305192,0.0,0.014463557237755255,0.0019646365422396855,0.0,0.0009596928982725527
0.026626406177956856,0.0,0.02652567869628701,0.0,0.0,0.0
0.014349094184159722,0.0,0.014234631130564182,0.0,0.0,0.0
0.009461519886385689,0.0,0.009365370882905837,0.0,0.0,0.0
0.026097586658817652,0.0,0.025967098725523566,0.0,0.0,0.0
0.012993851041706056,0.0,0.012916016225697602,0.0,0.0,0.0
0.011945369097163351,0.0,0.011878980545307748,0.0,0.0,0.0
0.10395080833364843,0.00035807106789011807,0.10389815535371853,0.0,0.0,0.0
0.15466025071289174,0.005825113697199303,0.1546282009534946,0.0,0.0,0.0
0.05846546190171441,0.0792702734687312,0.05846546190171441,0.0,0.0,0.0
0.08692785623952419,0.15539542851540042,0.08692785623952419,0.0,0.0,0.0
0.13902916986145253,0.4625760439772146,0.13902916986145253,0.0,0.0,0.0
0.04929009985535114,0.74898485040377,0.04929009985535114,0.0,0.0,0.0
0.23666848289524478,0.8076457387194824,0.23666848289524478,0.0,0.0,0.0
0.5316398899995127,0.7725178667660296,0.5316398899995127,0.0,0.0,0.0
0.10273063174003456,0.6739412911725491,0.10273063174003456,0.0943025540275049,0.5460717749757517,0.14587332053742802
0.04674901904909784,0.49515681298322284,0.04674901904909784,0.29273084479371314,0.10863239573229874,0.18138195777351246
0.016274363561529663,0.1751668537870745,0.016274363561529663,0.15127701375245578,0.8360814742967992,0.4760076775431862
0.04006208482905796,0.012576782160871831,0.04006208482905796,0.15520628683693516,0.8874878758486906,0.5777351247600767
0.08602588697061841,0.0,0.08593202727491142,0.15520628683693516,0.906886517943744,0.6190019193857965
0.08091854352203329,5.537180320531657e-05,0.08083155161228914,0.1473477406679764,0.906886517943744,0.5969289827255279
0.12620472416104478,0.0006792275264809541,0.12620014568285481,0.1355599214145383,0.8797284190106692,0.5115163147792706
0.06631991987279395,0.0,0.06627642384924401,0.11984282907662082,0.8128031037827352,0.3723608445297505
0.040194862070124904,9.228641250459856e-05,0.0401765478826535,0.09037328094302553,0.6673132880698351,0.19577735124760076
0.03740883013962626,1.844988482801148e-05,0.03737220203939488,0.029469548133595282,0.25315227934044615,0.02399232245681382
0.019804405546432896,0.0,0.019772355787035803,0.0,0.0,0.0
0.0226224869616172,0.0,0.022595015817765816,0.0,0.0,0.0
0.026841596850577965,0.0,0.026704241131321034,0.0,0.0,0.0
0.025605395377265548,0.0,0.02552298194571139,0.0,0.0,0.0
0.019724281285295873,1.844988482801148e-05,0.019696810141444483,0.0,0.0,0.0
0.030685267681999293,0.0,0.0305868295081023,0.0,0.0,0.0
0.07559600940082704,0.0,0.07525490941045758,0.0,0.0,0.0
0.08212956315926717,0.0010520642609010147,0.08187316577086899,0.0,0.0,0.0
0.3556895028017961,0.06990505589376773,0.3556895028017961,0.0,0.0,0.0
0.4484847375613643,0.12955525361242362,0.4484847375613643,0.0,0.0,0.0
0.05697973096332237,0.17220261644115845,0.05697973096332237,0.0,0.0,0.0
0.031024078501951637,0.6315670958324646,0.031024078501951637,0.0,0.0,0.0
0.01676197636489178,0.3427330046470035,0.01676197636489178,0.0,0.0,0.0
0.02115049159515086,0.2365963322630527,0.02115049159515086,0.0,0.0,0.0
0.005182889231532161,0.26001491349152556,0.005182889231532161,0.13948919449901767,0.1784675072744908,0.10076775431861804
0.19376313467756828,0.3733056228496032,0.19376313467756828,0.2770137524557957,0.2560620756547042,0.22456813819577734
0.14194340028011665,0.15095091837095792,0.14194340028011665,0.17092337917485265,0.8031037827352085,0.47024952015355087
0.12481743139654973,0.034961756543836875,0.12481743139654973,0.17878192534381138,0.8535402521823472,0.5710172744721689
0.14858454930618947,0.0008933316845500364,0.14858454930618947,0.5540275049115914,0.08535402521823472,0.32245681381957775
0.27138743010785227,0.000889640378661157,0.27138743010785227,0.5461689587426326,0.1396702230843841,0.34836852207293667
0.2822614245948115,0.0010077668183367616,0.2822614245948115,0.35756385068762275,0.009699321047526674,0.1804222648752399
0.1728232552768485,0.0010077668183367616,0.1728232552768485,0.3320235756385069,0.14645974781765275,0.21976967370441458
0.09752256067242387,0.0008047367994215297,0.09752256067242387,0.12180746561886051,0.5557710960232783,0.1871401151631478
0.03601238041875124,0.00012920080031666772,0.03598719844531698,0.03339882121807465,0.16197866149369544,0.023032629558541268
0.03157350137897937,0.00016242388223985764,0.031571212071206514,0.0,0.0,0.0
0.02978787702863922,0.0,0.029723777647200744,0.0,0.0,0.0
0.035962016609238444,0.0,0.035870446083948584,0.0,0.0,0.0
0.01796383890838997,3.3223081923189935e-05,0.01792949997857573,0.0,0.0,0.0
0.018227103945395284,0.0,0.018179029443655355,0.0,0.0,0.0
0.02257441245987727,0.0,0.022487420550133128,0.0,0.0,0.0
0.03241137126644668,0.0,0.03228317264092545,0.0,0.0,0.0
0.019893686763949904,0.006079823991943759,0.019857058526362818,0.0,0.0,0.0
0.01943354510443917,0.13361585266180495,0.01943354510443917,0.0,0.0,0.0
0.08480799968477741,0.40979194963453075,0.08480799968477741,0.0,0.0,0.0
0.07950377961368686,0.6838639183069417,0.07950377961368686,0.0,0.0,0.0
0.15444506004027064,0.8075128463917897,0.15444506004027064,0.0,0.0,0.0
0.2427945479741041,0.8382995689739458,0.2427945479741041,0.0,0.0,0.0
0.385633049599808,0.573902899974448,0.385633049599808,0.0,0.0,0.0
0.03678386161700721,0.5865018310780892,0.03678386161700721,0.0943025540275049,0.562560620756547,0.14875239923224567
0.036417579790559186,0.204661567480115,0.036417579790559186,0.1355599214145383,0.7594568380213386,0.33205374280230326
0.06045940913871281,0.08831802611247992,0.06045940913871281,0.15324165029469547,0.8535402521823472,0.4865642994241842
0.19374253131967972,0.010435739251257733,0.19371506017582835,0.16502946954813358,0.8962172647914646,0.5902111324376199
0.13340445315788102,0.0,0.13322360141507417,0.17092337917485265,0.909796314258002,0.6314779270633397
0.07863843858236816,0.0,0.07848047950522269,0.5481335952848723,0.15906886517943744,0.3608445297504798
0.4867039664446065,0.0004097513437193426,0.4866719166852094,0.1611001964636542,0.8642095053346266,0.5201535508637236
0.3956691741993,0.0,0.39547916550011314,0.2868369351669941,0.013579049466537343,0.14587332053742802
0.11245083818523559,0.00015873257635097844,0.11232950720832145,0.15717092337917485,0.0,0.07677543186180422
0.06099967492200485,0.00017349824288092095,0.06099509644381486,0.019646365422396856,0.0,0.009596928982725527
0.060395309757274335,9.228641250459856e-05,0.060326631897645866,0.0,0.0,0.0
0.047925699756517504,0.0003802197891722447,0.04792341044874464,0.0,0.0,0.0
0.07327011926719486,0.000391294149813308,0.07324951590930633,0.0,0.0,0.0
0.04169432858044264,0.0,0.041673725222554095,0.0,0.0,0.0
0.05668670533733709,0.0004909633955828778,0.0566821268591471,0.0,0.0,0.0
0.033464431826535086,0.0001956469641630476,0.033464431826535086,0.0,0.0,0.0
0.05437226146785773,0.0003654539011550893,0.054347079631779205,0.0,0.0,0.0
0.057938931690348056,0.0076154685936754675,0.057909171238723814,0.0,0.0,0.0
0.04468181547428096,0.1571156459421413,0.04468181547428096,0.0,0.0,0.0
0.03587273539172144,0.5222520819445288,0.03587273539172144,0.0,0.0,0.0
0.04322813415793032,0.7328199751737066,0.04322813415793032,0.0,0.0,0.0
0.08434099023930382,0.8379267320180385,0.08434099023930382,0.0,0.0,0.0
0.08987642572535831,0.8659633218553219,0.08987642572535831,0.0,0.0,0.0
0.3834605400651313,0.8284138562273651,0.3834605400651313,0.0,0.0,0.0
0.06738900517522518,0.7234104601561788,0.06738900517522518,0.0943025540275049,0.585838991270611,0.15259117082533588
0.16318088378501167,0.5051126631995387,0.16318088378501167,0.1335952848722986,0.7807953443258971,0.3397312859884837
0.14637083305573567,0.15242749986359544,0.14637083305573567,0.15520628683693516,0.8700290979631425,0.4961612284069098
0.14798247344923182,0.01894823105685933,0.14792295268333905,0.16502946954813358,0.9117361784675073,0.6007677543186181
0.4577791411395131,0.00046512314692465914,0.4577219096813932,0.174852652259332,0.918525703200776,0.6410748560460653
0.4109042127726669,0.000919171933208255,0.41090192346489407,0.17092337917485265,0.909796314258002,0.6161228406909789
0.19683761348115075,0.0008785660180200938,0.19683761348115075,0.1630648330058939,0.8729388942774006,0.527831094049904
0.22931537329945306,0.0014064438014150407,0.22930392703530023,0.14341846758349705,0.7982541222114452,0.38483685220729363
0.13133038179710133,0.00021041285218020294,0.13115181936206727,0.11001964636542239,0.6430649854510184,0.20441458733205373
0.05677598655485411,0.00045774031365968784,0.05677598655485411,0.058939096267190565,0.0,0.02879078694817658
0.06433512972953125,0.00035437954051402605,0.06430765858567986,0.0,0.0,0.0
0.03677699383104436,0.0,0.036673977041601656,0.0,0.0,0.0
0.05034544972321241,0.00032115645859083605,0.050329424843513854,0.0,0.0,0.0
0.03932036394507052,0.0001882641308980763,0.039302049894954824,0.0,0.0,0.0
0.023300108601521895,0.0,0.02323371991231056,0.0,0.0,0.0
0.05567256232260863,9.597771839347777e-05,0.055558099269013075,0.0,0.0,0.0
0.06570410830655488,0.0,0.06539047946003679,0.0,0.0,0.0
0.15132937452091105,0.010985765755934806,0.15119430797207123,0.0,0.0,0.0
0.07360435147160149,0.13952586971675668,0.07360435147160149,0.0,0.0,0.0
0.009335610431281595,0.43326221136032,0.009335610431281595,0.0,0.0,0.0
0.021867030505704058,0.5014544326606118,0.021867030505704058,0.0,0.0,0.0
0.00991479375993358,0.6066387100294311,0.00991479375993358,0.0,0.0,0.0
0.24785152761317647,0.6144572086420219,0.24785152761317647,0.0,0.0,0.0
0.0,0.5059321658869775,0.0,0.0,0.0,0.0
0.006432826276770269,0.5820905440155698,0.006432826276770269,0.1355599214145383,0.23375363724539283,0.10940499040307101
0.01661546355189915,0.25991524424575596,0.01661546355189915,0.2573673870333988,0.33656644034917554,0.24472168905950095
0.01530371643299542,0.13814526616399986,0.01530371643299542,0.3929273084479371,0.3317167798254122,0.3522072936660269
0.21656876255240948,0.030472948956830146,0.21656876255240948,0.18467583497053044,0.8651794374393793,0.5844529750479847
0.18221609716625004,0.0,0.18192993946358332,0.5461689587426326,0.28612997090203685,0.4404990403071017
0.20717134218481797,0.00033592234660799144,0.20707519318133816,0.5500982318271119,0.11736178467507274,0.3378119001919386
0.2139864750303791,0.00019195565827416838,0.21384225152515934,0.19449901768172886,0.8069835111542192,0.5115163147792706
0.15878779007656263,0.0,0.1587030873372356,0.3398821218074656,0.14354995150339475,0.2236084452975048
0.12727609877124885,0.00031746493121474404,0.12726923098528603,0.11591355599214144,0.6081474296799224,0.20057581573896352
0.08937965582826049,0.0,0.08920338270099933,0.03732809430255402,0.22114451988360814,0.029750479846449136
0.03833140276642058,0.0,0.03811850140157233,0.0,0.0,0.0
0.027283424459973005,0.0,0.02710715119535613,0.0,0.0,0.0
0.03326984451180252,0.0,0.0330111579529872,0.0,0.0,0.0
0.031088177883390106,0.0,0.030843226759144762,0.0,0.0,0.0
0.025175014169379055,0.0,0.024978137546873634,0.0,0.0,0.0
0.03333165458546814,0.0,0.03307067871887997,0.0,0.0,0.0
0.10758386710799438,0.0,0.1074442222183203,0.0,0.0,0.0
0.19884987476826488,0.00608720682520873,0.19870794057081792,0.0,0.0,0.0
0.1240345037967852,0.1332651644271798,0.1240345037967852,0.0,0.0,0.0
0.031729171148352,0.515998759709704,0.031729171148352,0.0,0.0,0.0
0.03072418522735923,0.7085228279272135,0.03072418522735923,0.0,0.0,0.0
0.038010906133939634,0.8057114169131853,0.038010906133939634,0.0,0.0,0.0
0.031772667171901935,0.8323415629490536,0.031772667171901935,0.0,0.0,0.0
0.028194550685258772,0.793736341754307,0.028194550685258772,0.0,0.0,0.0
0.043308258281711615,0.7018929774305928,0.043308258281711615,0.08840864440078584,0.588748787584869,0.15163147792706333
0.24988210308776193,0.5266079972038427,0.24988210308776193,0.12573673870333987,0.7798254122211445,0.336852207293666
0.1521100128129027,0.2026460338434415,0.1521100128129027,0.14538310412573674,0.8671193016488846,0.4932821497120921
0.1426553608498356,0.013023448113890456,0.14263017887640134,0.15520628683693516,0.9088263821532493,0.5969289827255279
0.1765661986266,0.0006607701110877067,0.17656162014841004,0.15717092337917485,0.9262851600387974,0.6401151631477927
0.1769164557107052,0.0008785660180200938,0.1769164557107052,0.15520628683693516,0.9175557710960233,0.6170825335892515
0.12139956329482492,0.00043559159237756127,0.12139956329482492,0.14538310412573674,0.8865179437439379,0.5307101727447217
0.11137717426725864,0.00031746493121474404,0.11133596755148155,0.12966601178781925,0.8166828322017459,0.3896353166986564
0.05853642906911573,0.0,0.05838991625612308,0.10019646365422397,0.6731328806983511,0.21113243761996162
0.048978760316605904,0.0,0.04889176826950603,0.03732809430255402,0.29194956353055285,0.03358925143953934
0.044070582523587615,0.0,0.043999615493542005,0.0,0.0,0.0
0.021297004270787775,0.0,0.021200855267307923,0.0,0.0,0.0
0.018581939645046175,0.0,0.01854531140745909,0.0,0.0,0.0
0.014360540448312559,0.0,0.014305598160609785,0.0,0.0,0.0
0.021679311114290063,0.0,0.021580872803037353,0.0,0.0,0.0
0.02964823200160943,0.0,0.02950858711193536,0.0,0.0,0.0
0.1152597626440399,0.000391294149813308,0.11517963838290286,0.0,0.0,0.0
0.1383767301949821,0.00701376181316917,0.13834468043558495,0.0,0.0,0.0
0.09309970651235057,0.14385594472741242,0.09309970651235057,0.0,0.0,0.0
0.03051586234070098,0.45640393357276626,0.03051586234070098,0.0,0.0,0.0
0.024192920776691974,0.6773226626954494,0.024192920776691974,0.0,0.0,0.0
0.005404947552760393,0.8198681413398402,0.005404947552760393,0.0,0.0,0.0
0.0064168013970717225,0.8507545331677658,0.0064168013970717225,0.0,0.0,0.0
0.002344204321103594,0.8107760912535273,0.002344204321103594,0.0,0.0,0.0
0.010029256813529112,0.7085154450939487,0.010029256813529112,0.09233791748526522,0.5693501454898158,0.14971209213051823
0.018034805938435573,0.521591311833441,0.018034805938435573,0.1335952848722986,0.7623666343355965,0.3349328214971209
0.02040648140339056,0.20552167630422905,0.02040648140339056,0.15520628683693516,0.8506304558680893,0.49040307101727443
0.04456735242068542,0.015592699782617146,0.04451698861117265,0.16699410609037327,0.8923375363724539,0.5950095969289827
0.10362344391520466,0.0,0.10348837750372057,0.17092337917485265,0.9078564500484966,0.6381957773512476
0.3956439923632214,0.000598015474617419,0.3956439923632214,0.16895874263261296,0.9000969932104753,0.6161228406909789
0.1650351859949803,0.0007567480509683974,0.1650351859949803,0.15913555992141454,0.8690591658583899,0.5307101727447217
0.11047291582793571,0.0001070520790345411,0.1104248413261958,0.13948919449901767,0.8001939864209505,0.39059500959692894
0.06115305552096034,0.0,0.060905815226297844,0.10805500982318271,0.6527643064985451,0.21209213051823417
0.02767259895208242,0.0,0.027613078186189653,0.03929273084479371,0.27158098933074687,0.0345489443378119
0.01500382315840302,0.0,0.01495574865666309,0.0,0.0,0.0
0.027505482781201247,0.0,0.02738873041983285,0.0,0.0,0.0
0.016668116531829064,0.0,0.016560521264196375,0.0,0.0,0.0
0.011560773083243943,0.0,0.011494384531388326,0.0,0.0,0.0
0.02387242400685531,0.0,0.023773985832958325,0.0,0.0,0.0
0.018712427578340268,0.0,0.018618567745277544,0.0,0.0,0.0
0.06106377430344333,0.0005131121168650045,0.061059195825253335,0.0,0.0,0.0
0.13458800151390782,0.003484732074558851,0.1343155793831668,0.0,0.0,0.0
0.06928451410097089,0.0747113284119892,0.06928451410097089,0.0,0.0,0.0
0.01221550205748724,0.32578184981142444,0.01221550205748724,0.0,0.0,0.0
0.01769828442625608,0.4907344515600625,0.01769828442625608,0.0,0.0,0.0
0.02039274583146486,0.6104482900899569,0.02039274583146486,0.0,0.0,0.0
0.014381143806201098,0.814050410475906,0.014381143806201098,0.0,0.0,0.0
0.013964498170240307,0.6421984820478854,0.013964498170240307,0.0,0.0,0.0
0.02680496861299088,0.37443520763499166,0.02680496861299088,0.10805500982318271,0.4801163918525703,0.14107485604606526
